"id","nomor_ulok","lingkup_pekerjaan","nama_toko","kode_toko","proyek","cabang","alamat","nama_kontraktor"
1441,PZ01-2604-P139-R,ME,KEBUN BUNGA,,Renovasi,PALEMBANG,JL. KEBUN BUNGA NO. 1A RT 55 KEL. KEBUN BUNGA KEC. SUKARAMI KOTA PALEMBANG,CV KRIDA ARTI
1442,WZ01-2601-0003,ME,JALAN PANTAI LABU,,Alfamart Reguler,MEDAN,JLN PANTAI LABU DESA SEKIP KEC LUBUK PAKAM KABUPATEN DELI SERDANG,CV KARINA SUITO
1443,WZ01-2604-W487-R,Sipil,Ahmad Yani Langsa,,Renovasi,MEDAN,Jl Ahmad Yani Langsa,CV MUTIARA BIRO JASA
1444,XZ01-2604-XB15-R,Sipil,SITU ILIR,,Renovasi,BOGOR,"JL. KH ABDUL HAMID RT.002, RW.002, KP. JAWA KEC CIBUNGBULANG KEL SITU ILIR KAB. BOGOR",PT TUNAS MEKAR UTAMA
1445,RZ01-2604-0005,Sipil,BAREMBENG GOWA,,Alfamart Reguler,MAKASSAR,Jl Poros Sungguminasa Takalar Kel.Bonntosunggu Kec.Bajeng Kab.Gowa,CV RESKY PRATAMA
1448,PZ01-2507-0010,Sipil,TIRTOSARI - BANYUASIN,,Alfamart Reguler,PALEMBANG,BANYUASIN,CV NAGA BARU
1449,"1JZ1-2604-CC78-R",Sipil,SIRNABAYA,-,Reguler,KARAWANG,DUSUN KARAJAN RT.01 RW.01 DESA.SIRNABAYA KEC.TELUK JAMBE TIMUR KAB.KARAWANG,CV TANJUNG MEKARSARI
1447,"1YZ1-2604-0001",ME,WENANG MANADO,,Renovasi,MANADO,WENANG MANADO,PT BATANG AER
1437,"2VZ1-2603-0001",ME,BULU CENRANA SIDRAP,,Alfamart Reguler,LUWU,Jl. Bulu Cenrana Kab. Sidrap,CV ABADI TEKNIK
1431,"2SZ1-2603-0006",SIPIL,PALELEH BUOL,-,Reguler,GORONTALO,"Jln. Trans Sulawesi, Desa Dutuno, Kec. Paleleh, Kab. Buol",CV CAHAYA FIRATAMA
1450,PZ01-2603-PC27-R,Sipil,TANJUNG RAJA 3,PC27,Renovasi,PALEMBANG,JL. SULTAN MAHMUD BADARUDDIN RT 02 RW 01 KEL. TANJUNG RAJA BARAT KEC. TANJUNG RAJA KAB. OGAN ILIR,CV KRIDA ARTI
1451,JZ01-2603-0001,ME,Stasiun KCIC Halim,,Alfamart Reguler,CILEUNGSI,Jl. Stasiun KCIC Halim Perdana Kusuma Kec. Makasar Kel. Halim Perdana Kusuma Kota Jakarta Timur,PT KREASI PRIMATAMA MANDIRI
1452,"2SZ1-2603-0006",ME,PALELEH BUOL,,Alfamart Reguler,GORONTALO,"Jln. Trans Sulawesi, Desa Dutuno, Kec. Paleleh, Kab. Buol",CV CAHAYA FIRATAMA
1453,XZ01-2604-XB15-R,ME,situ ilir,,Renovasi,BOGOR,"JL.KH ABDUL HAMID RT 002.RW 002, KP JAWA KEC CIBUNGBULANG KEL SITU ILIR KAB BOGOR",PT TUNAS MEKAR UTAMA
1454,PZ01-2507-0010,ME,TIRTOSARI - BANYUASIN,,Alfamart Reguler,PALEMBANG,BANYUASIN,CV NAGA BARU
1455,"1MZ1-1706-0001-R",ME,Alfamart IR Juanda Ciputat ( Advance),-,Reguler,PARUNG,Jl. Ir H. Juanda 82 No. 1-2 RT 003 RW 003 Kel. Cempaka Putih Kec. Ciputat Timur Tangerang Selatan,CV KULONU
1456,"1MZ1-1706-0001-R",Sipil,Alfamart IR Juanda Ciputat Advance,,Renovasi,PARUNG,Jl. Ir H. Juanda 82 No. 1-2 RT 003 RW 003 Kel. Cempaka Putih Kec. Ciputat Timur Tangerang Selatan,CV KULONU
1457,XZ01-2604-XC27-R,Sipil,VILLA MUTIARA,,Renovasi,BOGOR,JL.VILLA MUTIARA BGR 1 BLK F1 KEL.TANAH SAREAL TANAH SAREAL BOGOR,PT TUNAS MEKAR UTAMA
1458,PZ01-2604-PC35-R,SIPIL,SIMPANG TUNGKAL - MUSI BANYUASIN,-,Reguler,PALEMBANG,MUSI BANYUASIN,CV NAGA BARU
1459,XZ01-2603-XC27-R,Sipil,VILLA MUTIARA,,Renovasi,BOGOR,JL.VILLA MUTIARA BGR 1 BLK F1 KEL.TANAH SAREAL TANAH SAREAL BOGOR,PT TUNAS MEKAR UTAMA
1460,WZ01-2602-0010,Sipil,GRIGIT,,Alfamart Reguler,MEDAN,Jl.Telaga dusun grigit kelurahan gunung ambat kec.sei bingai kabupaten langkat provinsi sumatera utara,CV FAZZA REZEKY
1461,XZ01-2604-XC27-R,ME,VILLA MUTIARA,,Renovasi,BOGOR,JL.VILLA MUTIARA BGR 1 BLK F1 KEL.TANAH SAREAL TANAH SAREAL BOGOR,PT TUNAS MEKAR UTAMA
1462,WZ01-2602-0010,ME,GRIGIT,,Alfamart Reguler,MEDAN,Jl.Telaga dusun grigit kelurahan gunung ambat kec.sei bingai kabupaten langkat provinsi sumatera utara,CV FAZZA REZEKY
1463,PZ01-2604-PC35-R,ME,SIMPANG TUNGKAL - MUSI BANYUASIN,PC35,Reguler,PALEMBANG,MUSI BANYUASIN,CV NAGA BARU
1465,XZ01-2604-X768-R,Sipil,VETERAN 2,,Renovasi,BOGOR,"JL.VETERAN III, RT.02 RW.01 DESA.BANJARSARI,KEC.CIAWI KAB.BOGOR",PT TUNAS MEKAR UTAMA
1466,WZ01-2602-0025,Sipil,WARINGIN SERGEI,,Alfamart Reguler,MEDAN,JL WARINGIN KEL. MELATI KEBUN KEC PEGAJAHAN KAB SERDANG BEDAGAI,CV KARYA CINTA BIMA
1468,WZ01-2602-0025,ME,WARINGIN SERGEI,,Alfamart Reguler,MEDAN,JL WARINGIN KEL MELATI KEBUN KEC PEGAJAHAN KAB SERDANG BEDAGAI,CV KARYA CINTA BIMA
1469,XZ01-2604-X768-R,ME,VETERAN 2,,Renovasi,BOGOR,"JL.VETERAN III, RT.02 RW.01 DESA.BANJARSARI,KEC.CIAWI KAB.BOGOR",PT TUNAS MEKAR UTAMA
1471,"1SZ1-2602-0004",Sipil,ALFAMART BEBUAK KOPANG,,Alfamart Reguler,LOMBOK,JL PURBAYA DUSUN GERIA DESA BEBUAK KEC KOPANG KAB LOMBOK TENGAH,NAMA PT TIDAK DITEMUKAN
1472,RZ01-2604-0005,ME,BAREMBENG GOWA,,Alfamart Reguler,MAKASSAR,Jl Poros Sungguminasa Takalar kel.Bontosunggu Kec.Bajeng Kab.Gowa,CV RESKY PRATAMA
1473,PZ01-2604-PC37-R,Sipil,"Alfamart Kota Bani, Bengkulu Utara",,Renovasi,BENGKULU,"Kota Bani, Bengkulu Utara",CV KING KONSTRUKSI UTAMA
1474,PZ01-2604-P260-R,Sipil,MAYOR RUSLAN,,Renovasi,BENGKULU,"Jl. Mayor Ruslan III Kel, RT.03/RW.01, Ps. Lama, Kec. Lahat, Kab. Lahat, Sumatera Selatan 31413",CV KING KONSTRUKSI UTAMA
1475,PZ01-2604-PC27-R,ME,"Alfamart Kota Bani, Bengkulu utara",,Renovasi,BENGKULU,"Kota Bani, Bengkulu Utara",CV KING KONSTRUKSI UTAMA
1476,PZ01-2604-PC27-R,Sipil,Alfamart Kota Bani. Bengkulu Utara,,Renovasi,BENGKULU,"Kota Bani, Bengkulu Utara",CV KING KONSTRUKSI UTAMA
1477,RZ01-2601-0005,ME,SUNGAI TANGKA SINJAI,,Alfamart Reguler,MAKASSAR,Jl. Sungai Tangka Kel. Lappa Kec. Sinjai Kab. Sinjai,CV ABADI TEKNIK
1478,,,,,,,,
1479,HZ01-2604-H168-R,SIPIL,UNTUNG SUROPATI SMG,-,Reguler,SEMARANG,JL. UNTUNG SUROPATI NO 2 KEL. MANYARAN KEC. NGALIYAN KOTA SEMARANG,CV SINAR ANUGRAH
1480,HZ01-2604-HD65-R,SIPIL,CEPOKO BARU SMG,-,Reguler,SEMARANG,JL. KOLONEL R WARSITO RT 05/RW 01 CEPOKO KEC. GUNUNG PATI KOTA SMG,CV SINAR ANUGRAH
1481,HZ01-2604-0001,SIPIL,NOTOMUDIGDO KENDAL,-,Reguler,SEMARANG,JL. NOTOMUDIGDO KEL. PATUKANGAN KEC. KENDAL,CV SINAR ANUGRAH
1483,TZ01-2604-TD52-R,SIPIL,MENCENG RAYA 3,-,Reguler,BALARAJA,JL.RAYA MENCENG BLOK B 8 RT.05 RW.11 KEL.TEGAL ALUR KEC.KALIDERES JAKARTA BARAT,CV TANJUNG MEKARSARI
1485,TZ01-2604-TD52-R,ME,MENCENG RAYA 3,-,Reguler,BALARAJA,JL.RAYA MENCENG BLOK B 8 RT.05 RW.11 KEL.TEGAL ALUR KEC.KALIDERES JAKARTA BARAT,CV TANJUNG MEKARSARI
1486,HZ01-2604-0001,ME,NOTOMUDIGDO KENDAL,-,Reguler,SEMARANG,JL. NOTOMUDIGDO KEL. PATUKANGAN KEC. KENDAL,CV SINAR ANUGRAH
1490,"1GZ1-2604-0004",SIPIL,SEBANGAU,-,Reguler,BANJARMASIN,JL. MAHIR MAHAR KM 16 KEC. SEBANGAU KOTA PALANGKARAYA KALIMANTAN TENGAH,CV SINAR ANUGRAH
1491,KZ01-2604-AB18-R,SIPIL,RASUNA SAID,-,Reguler,CIKOKOL,"JL.HR.Rasuna Said, RT.002/RW.003, Pinang, Kec.Cipondoh, Kota Tangerang, Banten 15145",PT KHODAYIS MURNI
1492,Z001-2501-0001,SIPIL,tess aldo,,Reguler,HEAD OFFICE,tess aldo 123321,PT BERKAH 1
1493,PZ01-2605-PC37,ME,Kota Bani,-,Reguler,PALEMBANG,Jl. Lintas Barat Sumatera Rt.005 Rw.002 Desa Kota Bani Kec. Puteri Hijau Kab. Bengkulu Utara,CV KING KONSTRUKSI UTAMA
1494,"2VZ1-2604-0001-R",ME,KH. MUH. KASIM,-,Reguler,LUWU,JL.KH. MUH. KASIM PALOPO,PT SOLUSI HIDUP MANDIRI
1487,"1GZ1-2604-0004",ME,SEBANGAU,-,Reguler,BANJARMASIN,JL. MAHIR MAHAR KM 16 KEC. SEBANGAU KOTA PALANGKARAYA KALIMANTAN TENGAH,CV SINAR ANUGRAH
1489,"1AZ1-1A07-0008",ME,LABUHAN TANGGA,-,Reguler,PEKANBARU,"Jl. Lintas Ujung Tanjung Bagan Siapi Api, RT.004/RW.002, Labuhan Tangga Kecil, Kec. Bangko, Kabupaten Rokan Hilir, Riau 28991",PT KREASI PRIMATAMA MANDIRI
1467,"1GZ1-2604-1GB4-R",SIPIL,INTAN SARI,-,Reguler,BANJARMASIN,JL. INTAN SARI. KOTA BANJARBARU. KALIMANTAN SELATAN,CV PUTRA KALI AMANDIT
1488,"1AZ1-1A07-0007",SIPIL,LABUHAN TANGGA,-,Reguler,PEKANBARU,"Jl. Lintas Ujung Tanjung Bagan Siapi Api, RT.004/RW.002, Labuhan Tangga Kecil, Kec. Bangko, Kabupaten Rokan Hilir, Riau 28991",PT KREASI PRIMATAMA MANDIRI
1446,"1YZ1-2604-0001",SIPIL,WENANG MANADO,-,Reguler,MANADO,WENANG MANADO,PT BATANG AER
1470,"1GZ1-2604-1GB4-R",ME,INTAN SARI,-,Reguler,BANJARMASIN,JL. INTAN SARI. KOTA BANJARBARU. KALIMANTAN SELATAN,CV PUTRA KALI AMANDIT
1546,JZ01-0602-0003-R,ME,BENDUNGAN JAGO 2,-,Reguler,CILEUNGSI,"JL. BENDUNGAN JAGO RT 1 / RW 10 NO.2 KEL. UTAN PANJANG KEC. KEMAYORAN , JAKARTA PUSAT  10650",PT MITRA GIRI AGUNG
1496,UZ01-2601-0003,ME,KTR LOA LEPU,UF69,Reguler,SIDOARJO BPN_SMD,JL. AP MANGKUNEGARA KEL. LOA LEPU KEC. TENGGARONG SEBERANG,CV SINAR ANUGRAH
1497,UZ01-2601-0003,SIPIL,KTR LOA LEPU,UF69,Reguler,SIDOARJO BPN_SMD,JL. AP MANGKUNEGARA KEL. LOA LEPU KEC. TENGGARONG SEBERANG,CV SINAR ANUGRAH
1498,WZ01-2503-0010,ME,BANDARA KUALANAMU,-,Reguler,MEDAN,"JL. BANDARA KUALANAMU, KEC. BERINGIN, KAB. DELI SERDANG",CV FAZZA REZEKY
1499,"2VZ1-2605-R378-R",SIPIL,JENSUD DLUX PALOPO,-,Reguler,LUWU,JL. JENDERAL SUDIRMAN KEL. BATUPASI KEC. WARA UTARA PALOPO,PT SOLUSI HIDUP MANDIRI
1500,"2VZ1-2605-R413-R",SIPIL,KELAPA PALOPO,-,Reguler,LUWU,JL. KELAPA RT.01 RW.01 KEL. DANGERAKKO KEC. WARA KOTA PALOPO,PT SOLUSI HIDUP MANDIRI
1501,HZ01-2604-H593-R,SIPIL,JANGLI PERBALAN SMG,-,Reguler,SEMARANG,JL. JANGLI PERBALAN NO. 01 RT. 01 RW. 02 KEL. NGESREP KEC. BANYUMANIK KOTA SEMARANG,CV INSAN MANDIRI
1502,KODE-2605-0006,SIPIL,KOTA BANI - BENGKULU UTARA,-,Reguler,PALEMBANG,Jl. Raya Kota Bani Keluraha Kota Bani Kecamatan Putri Hijau Bengkulu Utara,CV KING KONSTRUKSI UTAMA
1504,KODE-2605-0006,ME,KOTA BANI - BENGKULU UTARA,-,Reguler,PALEMBANG,Jl. Raya Kota Bani Keluraha Kota Bani Kecamatan Putri Hijau Bengkulu Utara,CV KING KONSTRUKSI UTAMA
1506,"1JZ1-2605-CC78-R",SIPIL,SIRNABAYA_KARAWANG,-,Reguler,KARAWANG,DUSUN KRAJAN RT01 RW01 DESA SIRNABAYA KEC TELUKJAMBE TIMUR KARAWANG,CV TANJUNG MEKARSARI
1508,WZ01-2503-0010,SIPIL,BANDARA KUALANAMU,-,Reguler,MEDAN,"JL. BANDARA KUALANAMU, KEC. BERINGIN, KAB. DELI SERDANG",CV FAZZA REZEKY
1510,LZ01-0405-P028-R,SIPIL,BATUMARTA 2,-,Reguler,LAMPUNG,"JL. RAYA BATUMARTA, RT.04, KAB. OGAN KOMERING ULU",CV PUTRA PRATAMA
1511,TZ01-2604-0004,SIPIL,Setasiun Jatake Jaha,-,Reguler,BALARAJA,"Setasiun Jatake, Kec. Pagedangan, Kab. tangerang",PT ONTOSENO BAYUAJI
1512,TZ01-2604-0004,ME,Setasiun Jatake Jaha,-,Reguler,BALARAJA,"Setasiun Jatake, Kec. Pagedangan, Kab. tangerang",PT ONTOSENO BAYUAJI
1513,LZ01-0405-P028-R,ME,BATUMARTA 2,-,Reguler,KOTABUMI,"JL. RAYA BATUMARTA, RT.04, KAB. OGAN KOMERING ULU",CV PUTRA PRATAMA
1515,"1JZ1-2605-1JK5-R",SIPIL,RAYA KERTASARI,"1JK5",Reguler,KARAWANG,JL. BATUJAYA DUSUN KRAJAN RT 002 RW 001 DESA KERTASARI KECAMATAN RENGASDENGKLOK KABUPATEN KARAWANG,CV TRITUNGGAL
1516,"2PZ1-2605-V385-R",SIPIL,PADALANGAN,-,Reguler,TEGAL,"Jl. Raya tegal- Selawi,Banjaran No.45, Pedalangan, Tembok Lor, Kec. Adiwerna, Kabupaten Tegal, Jawa Tengah 52194",CV TOTIDIO
1517,"1JZ1-2605-CC78-R",ME,SIRNABAYA,-,Reguler,KARAWANG,DUSUN KRAJAN RT.01 RW.01 DESA SIRNABAYA KEC.TELUK JAMBE TIMUR KARAWANG,CV TANJUNG MEKARSARI
1518,HZ01-2604-H070-R,SIPIL,LAMPER TENGAH SMG,-,Reguler,SEMARANG,JL  LAMPER LANCIM NO 396 KEL. LAMPER TENGAH KEC. SEMARANG SELATAN KOTA SEMARANG,CV INSAN MANDIRI
1519,"1MZ1-1706-0001",SIPIL,Alfamart Ir Juanda Ciputat (1MJ6),-,Reguler,PARUNG,Jl. Ir H. Juanda 82 No. 1-2 RT 003 RW 003 Kel. Cempaka Putih Kec. Ciputat Timur Tangerang Selatan,CV KULONU
1520,UZ01-2508-0012,ME,PETEMON KALI II SBY,UF78,Reguler,SIDOARJO,JL. PETEMON KALI II KEL. PETEMON KEC. SAWAHAN KOTA SURABAYA,CV FAJAR WANGI
1525,"2PZ1-2605-V385-R",ME,PEDALANGAN,-,Reguler,TEGAL,"Jl. Raya tegal- Selawi,Banjaran No.45, Pedalangan, Tembok Lor, Kec. Adiwerna, Kabupaten Tegal, Jawa Tengah 52194",CV TOTIDIO
1543,VZ01-2605-0001,ME,SINDANGLAUT,-,Reguler,PLUMBON,JL. ARIF RAHMAN HAKIM DESA SINDANGLAUT KECAMATAN LEMAHABANG,CV BINTANG CEMERLANG
1547,"2VZ1-2604-0002",ME,LEBANG KOTA PALOPO,-,Reguler,LUWU,LEBANG KOTA PALOPO,PT TIGA PUTRA MEDIATAMA
1549,IZ01-2605-I260-R,SIPIL,CIMANGGU 2,,Peremajaan/Perbaikan,CILACAP,JL. RAYA CIMANGGU RT.04 RW.0 KEC. CIMANGGU KEL. CIMANGGU KAB. CILACAP,PT UNGGUL KARSA
1550,BZ01-0505-2026,ME,PASIR HUNI,-,Reguler,BANDUNG RAYA,PASIR HUNI KEC. CIMAUNG KAB. BANDUNG,CV TRITUNGGAL
1551,PZ01-0605-P843-R,ME,SMB 2-2 MUARA ENIM,-,Reguler,PALEMBANG,JL.SULTAN MAHMUD BADARUDDIN II RT 04 KEC MUARA ENIM KEL PASAR III KAB. MUARA ENIM,CV KING KONSTRUKSI UTAMA
1545,VZ01-2605-0001,SIPIL,SINDANGLAUT,-,Reguler,PLUMBON,JL. ARIF RAHMAN HAKIM DESA SINDANGLAUT KECAMATAN LEMAHABANG,CV BINTANG CEMERLANG
1482,IZ01-2603-I021,SIPIL,PREMBUN,-,Reguler,CILACAP,JL. RAYA PREMBUN 240 KEC. PREMBUN KAB. KEBUMEN,CV SUMBER REJEKI
1552,UZ01-2603-0021,ME,DI PANJAITAN BPN,-,Reguler,SIDOARJO BPN_SMD,"JL DI PANJAITAN NO. 03 RT. 38 KEL. SUMBER REJO, BPN",PT HANIF TUNGGAL MANDIRI
1503,JZ01-1201-0002-R,SIPIL,BOULEVARD RAYA 5 FLAGSHIP STORE,-,Reguler,CILEUNGSI,"JL. BOULEVARD RAYA NO. BLOK FW1/32, RT9/RW11, KELAPA GADING TIMUR KEC. KELAPA GADING , JAKARTA UTARA 14240",PT MITRA GIRI AGUNG
1521,KZ01-2605-AD78-R,SIPIL,KEBON NANAS,-,Reguler,CIKOKOL,"QJMM+76G, Jalan Hj.Abah, RT.008/RW.001, Panunggangan Utara, Kec.Pinang, Kota Tangerang, Banten 15143",PT KHODAYIS MURNI
1522,YZ01-2604-0004,SIPIL,MARGO TARUNO,Y554,Reguler,JEMBER,"Jl. Margo Taruno No 12 RT.012 RW 008 Kel. Kebonagung, Kec. Purworejo Kota Pasuruan",CV SATYA JAYA MANDIRI
1514,BZ01-2602-0003,ME,CIBARENGKOK,-,Reguler,BANDUNG RAYA,"JL. RAYA PURWAKARTA, CISOMANG, PADALARANG, KAB. BANDUNG BARAT",PT HANIF TUNGGAL MANDIRI
1523,YZ01-2604-0004,ME,MARGO TARUNO,Y554,Reguler,JEMBER,"Jl. Margo Taruno No.12 RT.012 RW.008, Kel. Kebonagung, Kec. Purworejo, Kota Pasuruan",CV SATYA JAYA MANDIRI
1495,"2VZ1-2604-0001-R",SIPIL,KH. MUH. KASIM PALOPO,-,Reguler,LUWU,JL.KH. MUH. KASIM PALOPO,PT SOLUSI HIDUP MANDIRI
1524,"2SZ1-2508-0002",ME,PONTOLO BARU,-,Reguler,GORONTALO,"JL. TRANS SULAWESI, DESA PONTOLO, KEC. KWANDANG, KAB. GORUT",CV CAHAYA FIRATAMA
1507,"1GZ1-2603-0005",ME,TAKARAS KOTA,-,Reguler,BANJARMASIN,"JL. PETUK BARUNAI, KEC. RAKUMPIT KOTA PALANGKA RAYA",CV FAJAR WANGI
1548,JZ01-0504-0002-R,SIPIL,WIJAYA KUSUMA,-,Reguler,CILEUNGSI,JL. WIJAYA KUSUMA RAYA RT5/RW9 NO.6 KEL. MALAKA JAYA KEC. DUREN SAWIT JAKARTA TIMUR 13460,PT MITRA GIRI AGUNG
1554,VZ01-2604-0253,ME,ARJAWINANGUN 3,-,Reguler,PLUMBON,JL.NYIMAS GANDA SARI RT 04 RW 08 DESA JUNJANG KEC.ARJAWINANGUN KAB. CIREBON,CV TIGA PUTRA ABADI SENTOSA
1553,UZ01-2603-0021,SIPIL,DI PANJAITAN BPN,-,Reguler,SIDOARJO BPN_SMD,"JL DI PANJAITAN NO. 03 RT. 38 KEL. SUMBER REJO, BPN",PT HANIF TUNGGAL MANDIRI
1509,KZ01-1410-0001-R,SIPIL,Perjuangan Kebon Jeruk 2,KB71,Reguler,CIKOKOL,"Jl. Perjuangan No.31 7, RT.2/RW.7, Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",PT KHODAYIS MURNI
1505,KZ01-1410-0001-R,ME,PERJUANGAN KEBON JERUK 2,KB71,Reguler,CIKOKOL,"Jl. Perjuangan No.31 7, RT.2/RW.7, Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",PT KHODAYIS MURNI
1528,"2GZ1-2605-TA56-R",SIPIL,Koranji Serang,-,Reguler,SERANG,Jl. Sayar Kuranji Link Muntil Rt. 001 Rw. 032 Kel. Serang Kec. Serang Kota Serang,PT KREASI PRIMATAMA MANDIRI
1529,"2GZ1-2605-TA56-R",ME,Koranji Serang,-,Reguler,SERANG,Jl. Sayar Kuranji Link Muntil Rt. 001 Rw. 032 Kel. Serang Kec. Serang Kota Serang,PT KREASI PRIMATAMA MANDIRI
1533,JZ01-0602-0003-R,SIPIL,BENDUNGAN JAGO 2,-,Reguler,CILEUNGSI,"JL. BENDUNGAN JAGO RT 1 / RW 10 NO.2  KEL UTAN PANJANG KEC. KEMAYORAN , JAKARTA PUSAT 10650",PT MITRA GIRI AGUNG
1542,KZ01-2604-AB18-R,ME,RASUNA SAID,-,Reguler,CIKOKOL,"JL.HR.Rasuna Said, RT.002/RW.003, Pinang, Kec.Cipondoh, Kota Tangerang, Banten",PT KHODAYIS MURNI
1535,BZ01-2608-0003,SIPIL,CIBARENGKOK,-,Reguler,BANDUNG RAYA,Jl. Raya Bandung - Purwakarta Kp. Cibarengkok Desa Nyalindung Kec. Cipatat Kab. Bandung Barat,PT HANIF TUNGGAL MANDIRI
1540,BZ01-2605-BJ17-R,SIPIL,TEGAL LUAR SAPAN,-,Reguler,BANDUNG RAYA,JL RAYA TEGAL LUAR SAPAN,PT HANIF TUNGGAL MANDIRI
1526,LZ01-2605-L646-R,SIPIL,TEUKU UMAR PENENGAHAN,L646,Reguler,LAMPUNG,"JL. TEUKU UMAR, NO. 72, RT. 005 Kecamatan KEDATON Kelurahan PENENGAHAN KOTA BANDAR LAMPUNG",PT MAJU MAKMUR ARTA BANGUN SENTOSA
1527,LZ01-2605-L648-R,SIPIL,TANJUNG KARANG PUSAT,L648,Reguler,LAMPUNG,"JL. RA. KARTINI, NO. 295, RT. 10, LK I, Kecamatan TANJUNG KARANG PUSAT Kelurahan PASIR GINTUNG KOTA BANDAR LAMPUNG",PT MAJU MAKMUR ARTA BANGUN SENTOSA
1567,"1MZ1-2604-EG60-R",SIPIL,Alfamart Margasatwa No.1,-,Reguler,PARUNG,Jl. Margasatwa No.1 RT 1/2 Kel. Pondok Labu Kec. Cilandak Jakarta Selatan.,CV KULONU
1537,BZ01-2605-BJ17-R,ME,TEGAL LUAR SAPAN,-,Reguler,BANDUNG RAYA,JL RAYA TEGAL LUAR SAPAN,PT HANIF TUNGGAL MANDIRI
1536,"2SZ1-2508-0002",SIPIL,PONTOLO BARU,-,Reguler,GORONTALO,"JL. TRANS SULAWESI, DESA PONTOLO, KEC. KWANDANG, KAB. GORUT",CV CAHAYA FIRATAMA
1530,PZ01-2057-0011-R,SIPIL,CINTA MANIS BARU - BANYUASIN,-,Reguler,PALEMBANG,BANYUASIN,CV NAGA BARU
1531,PZ01-2057-0011-R,ME,CINTA MANIS BARU - BANYUASIN,-,Reguler,PALEMBANG,BANYUASIN,CV NAGA BARU
1532,UZ01-2602-0023,ME,RAYA LONTAR,UF79,Reguler,SIDOARJO,JL. RAYA LONTAR NO 44 KEL. LONTAR KEC. SAMBIKEREP SURABAYA,CV FAJAR WANGI
1534,UZ01-2602-0023,SIPIL,RAYA LONTAR,UF79,Reguler,SIDOARJO,JL. RAYA LONTAR NO 44 KEL. LONTAR KEC. SAMBIKEREP SURABAYA,CV FAJAR WANGI
1538,"2MZ1-2605-M1G8-R",SIPIL,ST KEDIRI,-,Reguler,MADIUN,"JL.STASIUN KEL.BALOWERTI KEC.KOTA,KOTA KEDIRI KEC.KOTA KEL.BALOWERTI KOTA KEDIRI",PT KANIGORO KARYA KONSTRUKSI
1539,"2MZ1-2605-M1G8-R",ME,ST KEDIRI,-,Reguler,MADIUN,"JL.STASIUN KEL.BALOWERTI KEC.KOTA,KOTA KEDIRI KEC.KOTA KEL.BALOWERTI KOTA KEDIRI",PT KANIGORO KARYA KONSTRUKSI
1541,PZ01-0605-P843-R,SIPIL,SMB 2-2 MUARA ENIM,-,Reguler,PALEMBANG,JL.SULTAN MAHMUD BADARUDDIN II RT 04 KEC MUARA ENIM KEL PASAR III KAB. MUARA ENIM,CV KING KONSTRUKSI UTAMA
1544,"2VZ1-2604-0002",SIPIL,LEBANG KOTA PALOPO,-,Reguler,LUWU,LEBANG KOTA PALOPO,PT TIGA PUTRA MEDIATAMA
